scientific_name,common_name,impact_country,impact_region,impact_mechanism,impact_category,category_evidence,confidence_rating,confidence_justification,impact_details,impact_species,notes,reference,file_name
Acacia dealbata,Silver wattle,South Africa,Eastern Cape,(1) Competition,MR - Major,"This study is at a small scale, however, the results were able to detect the decline of grass species diversity and richness at both moderately invaded sites and heavily invaded sites. Even with the clearing of wattle species, this study was able to show species recovery in less than three years following restoration. There are several factors that can be attributed to the decline in species diversity, particularly competition for resources.",Low,Small scale study. Diversity indices gave different results.,"At dense canopies, there is strong competition for light. In the present study, it is evident that in heavily invaded plots, wattle tree stands shaded the native grass species resulting in lowered species richness and diversity. Unpalatable species such as Eragrostis plana and E. curvula were dominant across all treatments, thus lowering the grazing capacity in the study area. These species are unfavourable in a rangeland system. However, palatable species such as Themeda triandra and Hyparrhenia Hirta were rare in the uninvaded treatment and absent in the invade treatments.","Eragrostis plana, Eragrostis curvula, Themeda triandra, Hyparrhenia Hirta","With regards to the second objective, this study showed that following restoration, there were no significant difference (p > 0.05) between cleared and uninvaded grassland areas. Not all grass species declined with Acacias.",Vundla TS (2018) Using remote sensing to estimate the impacts of wattle species on native grass vegetation. PHD Thesis. University of KwaZulu-Natal (Pietermaritzburg).,EICAT_Acacia dealbata_02112021_IUCN_accept.xlsx
Acacia dealbata,Silver wattle,Portugal,Lousã,(12) Indirect impacts through interactions with other species,MC - Minimal concern,"Despite the massive flowering ofA. dealbata and A. longifolia, native plant species attained similar or higher visitation rates than acacias. In our study, acacia’s winter flowering resulted in little competition for pollinators with native plant species. On each site,only two other native species showed partially overlapping phenologies with acacia, and flowering of those native species extended over longer periods.",Medium,"Had several observation plots: A. dealbata- 13 acacia plots and 7 native species plots; A. longifolia-  14 acacia plots and 20 native species plots. No different levels of invasion, different numbers of plots.",NA,"Quercus canariensis,Castanea sativa, Pinus pinaster with an understory dominated by Erica australis, Erica arborea, Pterospartum tridentatum, Lithodora fruticosa",NA,"Montesinos D, Castro S, Rodríguez-Echeverría S (2016) Two invasive acacia species secure generalist pollinators in invaded communities. Acta Oecologica 74: 46-55. https://doi.org/10.1016/j.actao.2016.06.002",EICAT_Acacia dealbata_02112021_IUCN_accept.xlsx
Acacia dealbata,Silver wattle,Italy,Southeastern part of Elba Island (central Italy),(9) Chemical Impact on ecosystem,MR - Major,"In particular, the invaded soils had lower pH values than both the non-invaded and transitional ones. High differences were detected for both the total N and the inorganic fraction (NH4 + and NO3 −) contents, which showed the ranking: invaded > transitional > noninvaded soils. TOC and C/N ratio showed respectively higher and lower values in invaded than in non-invaded soils. Total plant covers, species richness and diversity in both the non-invaded and transitional subplots were higher than those in the invaded ones.",High,"Gradient of invaded regions studied (invaded, transitional, uninvaded).","We found that A. dealbata highly affected almost all the response variables we analyzed, thus impacting both abiotic and biotic compartments of the native ecosystemand acting through different ecological processes. Silver wattle invasion directly impacted soil properties through a general improvement in soilNavailability, a higher litter layer accumulation leading to marginally higher TOC, and soil acidification. A strong effect was also exerted on plant communities. Richness, diversity and total plant cover all showed lower values in the invaded than in non-invaded subplots, with transition generally in the middle. A. dealbata invasion in Elba Island strongly altered the structure of the native shrubland. An important role could also be played by allelopathic compounds and leaf leachates released by A. dealbata, although their effect could depend on soil conditions.","Quercus ilex, Erica arborea",NA,"Lazzaro L, Giuliani C, Fabiani A, Agnelli AE, Pastorelli R, Lagomarsino A, Benesperi R, Calamassi R, Foggi B (2014) Soil and plant changing after invasion: the case of Acacia dealbata in a Mediterranean ecosystem. Science of the total environment 497: 491-498. https://doi.org/10.1016/j.scitotenv.2014.08.014",EICAT_Acacia dealbata_02112021_IUCN_accept.xlsx
Acacia dealbata,Silver wattle,Portugal,Coimbra,(6) Poisoning/ toxicity,MR - Major,"Allelochemicals naturally released by A. dealbata clearly modified soil bacterial functional diversity in the pine forest where acacia leachate significantly increased
the consumption of carbohydrates and amino acids and reduced the utilization of carboxylic acids. Acacia leachates also lead to a significant reduction in bacterial richness and diversity in the pine forest soil. However, the soil microorganisms of mixed oak forest were insensitive to allelochemical activity.",Low,Effects of Acacia leachates on soils tested in lab/unnatural conditions. Bacteria which  declined not identified.,"Results show that the allelopathic effects of A. dealbata on soil microbes depend on ecosystem type and that soil bacteria are more sensitive than soil fungi to the allelochemicals released by A. dealbata. The pine forest soil watered with acacia leachate showed a significantly higher consumption (k) of carbohydrates and amino acids and a significantly lower consumption of carboxylic acids. Acacia leachate also significantly increased the rate of consumption (r) of carboxylic acids and amines and reduced lag time (s) for the consumption of carbohydrates, carboxylic acids and amines in pine forest soil. The soil of the studied mixed oak forest watered with acacia leachate showed a significantly higher consumption of polymers and a lower consumption rate of carboxylic acids than mixed-forest soils watered with their own leachate. Soil microbiota of pine forests can be affected by allelochemicals introduced by A. dealbata contributing to the process of invasion.","Bacteria. Quercus suber L. and Quercus canariensis Willd with a rich understorey of cistaceae and leguminous shrubs and annual forbs, grasses and legumes; an open forest of Pinus pinaster Aiton with an understorey dominated by grasses and some Ulex and Cytisus shrubs",NA,"Lorenzo P, Pereira CS, Rodríguez-Echeverría S (2013) Differential impact on soil microbes of allelopathic compounds released by the invasive Acacia dealbata Link. Soil Biology and Biochemistry 57: 156-163. https://doi.org/10.1016/j.soilbio.2012.08.018",EICAT_Acacia dealbata_02112021_IUCN_accept.xlsx
Acacia dealbata,Silver wattle,South Africa,Drakensberg,(11) Structural Impact on ecosystem,MR - Major,"Coleoptera assemblages, attracted by cow dung, differed significantly between invaded and uninvaded grassland habitats. Coleoptera richness and especially abundance values were
found to be significantly lower in the invaded stands compared to grassland.Meanbody size showed significant differences when compared between the two habitat treatments. The
invaded sites exhibited a marked decline in the larger and less abundant species. Also, parataxonomic units unique to the grassland were, in general, characterized by larger body
sizes compared to those unique to the invaded sites.",High,Multiple sites of invaded and uninvaded regions sampled.,"The study clearly indicated significant differences
in Coleoptera assemblages between grassland
sites and sites invaded byAcacia dealbata trees.
Coleoptera PU composition is therefore disturbed
by the alien invasion and the disturbance is clearly
that of a negative nature. This is evident from the
significantly lower Coleoptera richness values,
and especially abundance values being reduced
by an order of magnitude, within the invaded
treatment compared to grassland.","Identified up to genus level: Carabidae sp. 1, Carabidae sp. 2, Chrysomelidae sp. 1, Chrysomelidae sp. 2, Chrysomelidae sp. 3, Cleridae sp. 1, Cleridae sp. 2, Lalagetes sp., cf. edax, Curculionidae sp. 1,  Curculionidae sp. 2,  Curculionidae sp. 3,  Curculionidae sp. 4, Histeridae sp. 1, Cercyon sp., Sphaeridium caffrum, Nitidulidae sp. 1, Nitidulidae sp. 2, Nitidulidae sp. 3, Ptilidae sp. 1, Ptilidae sp. 2, Ptilidae sp. 3, Ptilidae sp. 4, Rhizophagidae sp. 1, Scarabaeidae sp. 1, Scarabaeidae sp. 11, Scarabaeidae sp. 4, Scarabaeidae sp. 13, Scarabaeidae sp. 7, Xinidium dentilabris, Epirinus validus, Scarabaeinae sp. 6, Melolonthinae sp. 3, Scarabaeidae sp. 17, Onthophagus sp., Melolonthinae sp. 1, Melolonthinae sp. 2, Scarabaeinae sp. 8, Copris caelatus, Cetooniinae sp. 1, Rutelinae sp. 1, Aphodiinae sp. 1, Scarabaeinae sp. 2, Scarabaeinae sp. 12, Scarabaeinae sp. 5, Scarabaeinae sp. 10, Scarabaeinae sp. 16, Scarabaeinae sp. 9, Scarabaeinae sp. 2, Scarabaeinae sp. 15, Neosisyphus barbarossa, Scarabaeinae sp. 14, Scarabaeinae sp. 3, Anotylus sp. Anotylus latiuseulus, cf. Oxytelus sp., Philonthus maskinius, Staphylinidae sp. 6, Staphylinidae sp. 2, Staphylinidae sp. 7, Staphylinidae sp. 3, Staphylinidae sp. 1, Staphylinidae sp. 4, Staphylinidae sp. 5, Staphylinidae sp. 8, Staphylinidae sp. 9, Staphylinus sp., Cilea sp., Trogidae sp. 1, Trox squamiger",NA,"Coetzee BWT, Van Rensburg BJ, Robertson MP (2007) Invasion of grasslands by silver wattle, Acacia dealbata (Mimosaceae), alters beetle (Coleoptera) assemblage structure. African entomology 15: 328-339. https://doi.org/10.4001/1021-3589-15.2.328",EICAT_Acacia dealbata_02112021_IUCN_accept.xlsx
Acacia dealbata,Silver wattle,"Chile
",South-central Chile,(1) Competition,MR - Major,Results showed that the total species richness is significantly lower under Acacia canopy compared with the stand edge and native forest. Native species richness is higher within native forest and alien species richness is significantly higher in the stand edge. Plant composition also changes in the presence of A. dealbata.,Low,"Multiple sites of invaded and uninvaded regions sampled. Paper not in English, could only get info from abstract.",NA,"Quillaja saponaria Molina, Fabiana imbricada Ruiz et Pav., Nothofagus
obliqua (Mirb.) Oerst., Cryptocarya alba (Molina) Looser",NA,"Fuentes-Ramírez A, Pauchard A, Marticorena A, Sánchez P (2010) Relationship between the invasión of Acacia dealbata Link (Fabaceae: Mimosoideae) and plant species richness in South-Central Chile. Gayana Botanica 67: 188-197. https://www.cabdirect.org/cabdirect/abstract/20113078413",EICAT_Acacia dealbata_02112021_IUCN_accept.xlsx
Acacia dealbata,Silver wattle,Spain,Galicia,(6) Poisoning/ toxicity,MN - Minor,"We found that there were significant differences in respiration and net photosynthetic rates between the control and
A. dealbata extracts in all test species. The respiration rate was increased by both canopy leachate and
macerate extracts on certain collection dates, but net photosynthetic rate was stimulated by macerate and inhibited by canopy leachate on other dates. The main phenological stages of A. dealbata in which respiration and net photosynthetic rates were more affected were blossoming, inflorescence formation and in periods after severe drought, in this decreasing order. Our results also showed that Dicranum sp., Leucobryum sp. and D. glomerata were more affected by aqueous extracts than other species during a 2-year period. The respiration rate of all of the test species was
significantly affected by A. dealbata extracts. For all test species, the canopy leachate and branch
macerate had a significant effect on net photosynthesis
rate on at least one collection date.",Low,"Experiments done under laboratory conditions, not natural conditions. Impacts on plants found with or surrounding A. dealbata studied. Allelopathy said to be only partly responsible for effects. Population effect not tested.","Was suggest that the observed inhibitory or stimulatory effects on the physiological parameters studied could have an adverse effect on the understory species, and that allelopathic interference seems to participate in this process. This means that the effects
observed on these physiological parameters by Acacia
extracts would not be due to ion concentration, but
probably due to organic chemical compounds in
solution. The allelopathic phenomena could be, at
least partially, responsible for the observed effects. With regard to the net photosynthesis rate, this was
stimulated by the branch macerate, but was reduced
by treatment with canopy leachate.","Hedera hibernica (G. Kirchn.) Bean, Dicranum sp., Dactylis glomerata L., Leucobryum sp.","Four native understory species were used as test species
because of their ecological relevance. Some of these species are able to live in the understory of A. dealbata stands, while others are only found
outside the A. dealbata stands, and appear to have been displaced of their former territories, which indicates the
level of A. dealbata interaction. The wild Hedera
hibernica (G. Kirchn.) Bean and themoss Dicranum sp.
were located both inside and outside the grove of
A. dealbata, but the grass Dactylis glomerata L. and the
moss Leucobryum sp. were only located outside the
grove of A. dealbata.","Lorenzo P, Palomera-Pérez A, Reigosa MJ, González L (2011) Allelopathic interference of invasive Acacia dealbata Link on the physiological parameters of native understory species. Plant Ecology 212: 403-412. https://doi.org/10.1007/s11258-010-9831-9",EICAT_Acacia dealbata_02112021_IUCN_accept.xlsx
Acacia dealbata,Silver wattle,Spain,Northwest Spain,(9) Chemical Impact on ecosystem,MR - Major,"The invasion by A. dealbata consistently increased soil N, C, organic matter and exchangeable P
content in the three studied ecosystems. A clear effect of the invasion on the overall structure of
microorganism communities was only observed in the shrubland where soil fungal communities in the
invaded and transition areas clustered together and apart from the native soil. Significant differences in
soil microorganisms richness and diversity between invaded and not invaded soils were only found in
the grassland. Grassland invasion by A. dealbata lead to a significant increase of bacterial richness and to
a significant reduction in fungal richness and diversity.",Low,"Soils samples taken from invaded, uninvaded and in between. Impact on populations not looked at, soil looked at in lab. Fungi which declined not identified.","Soil pH decreased from native to invaded areas in shrubland and grassland ecosystems, but the opposite effect was obtained in pine forest. Total N, C, and organic matter content were significantly higher in invaded soils than native soils with middle values for the transition zone. We did not get significant differences among the soil bacteria communities from native, transition and invaded soils in three studied ecosystems. In pine forest and shrubland, neither richness species nor diversity was affected by invasion of A. dealbata. The significant difference was observed in fungal richness and diversity in grassland.","Fungi. Pinus pinaster, Pterospartum tridentatum, Erica cinerea, Daboecia canta´brica, Agrostis curtissi, Pseudarrenatherum longifolium, Cardamine hirsuta,
Simethis planifolia, Arenaria montana, Cerastium sp., Simethis planifolia, Silene latifolia, Pteridium aquilinum Vicia sp., Geranium lucidum, Geranium robertianum, Hypericum sp., Myosotis sp., Umbilicus rupestris, Erica cinerea, Cistus psilosepalus, Pterospartum tridentatum, Cytisus striatus, Pterospartum tridentatum, Ulex galli, Agrostis sp., Agrostis curtisii, Bromus sp., Xolantha globulariifolia, Dactylis glomerata, Cardamine hirsuta, Cerastium sp.",NA,"Lorenzo P, Rodríguez-Echeverría S, González L, Freitas H (2010) Effect of invasive Acacia dealbata Link on soil microorganisms as determined by PCR-DGGE. Applied Soil Ecology 44: 245-251. https://doi.org/10.1016/j.apsoil.2010.01.001",EICAT_Acacia dealbata_02112021_IUCN_accept.xlsx
Acacia dealbata,Silver wattle,"Chile
","Bio-Bio Region, near Concepción city",(9) Chemical Impact on ecosystem,MN - Minor,"For C. alba higher  survival  also  occurred  in  the native forest (p< 0.001), but in the Acacia stand, it survived significantly more than A. dealbata(70% and 64.7% respectively,p< 0.05).Its lowest survival occurred in the intermediate matrix, with only 33% survival (p< 0.001).N.obliqua mortality reached 100% at three months on the intermediate matrix, having its higher survival in the native forest (45%,p< 0.001). C. alba grew only in native forest (t=−3.95;p< 0.001).",Medium,Seeds planted (study not tested on existing population) and effects on native population dynamics (increase or decrease) not investigated.,"On the con-trary, native species perform poorly in invaded areas. OnlyC. albahad a high survival rate within invaded stands, but it had limited growth. With the observed high vegetative resprouting of the invasive species, our results confirm the observation that the invasivespread of Acacia into non-invaded areas seems to be a threat for the few remaining native fragments, which appear vulnerable to A. dealbata spread.","Cryptocarya alba(Molina) Looser (Lauraceae), Nothofagus obliqua(Mirb.) Oerst. (Nothofagaceae)","In each of the three study sites, identified three conditions(Acacia stand, native forest and intermediate matrix). In each condition, planted 20 seedlings of each species (A. dealbata,C. alba and N. obliqua) in random order. Acacia alellophatic characteristics  could  explain  the  limited  growth  (Lorenzo  et  al.,2008).  For  otherAcaciaspp.,  this  seems  to  be  the  most  impor-tant constraint that restricts the growth and development of manyspecies under its canopy (Marchante et al., 2008, 2009). The allelo-pathic effects could even deter the establishment of new plants ofA. dealbata. However, we cannot disregard other factors, such as intense competition for light and water under the dense invasive stands. Clearly, the success oftheA. dealbata to spread into non-invaded areas is not due to a sin-gle mechanism; apparently it would involve a group of interrelated processes.","Fuentes-Ramírez A, Pauchard A, Cavieres LA, García, RA (2011) Survival and growth of Acacia dealbata vs. native trees across an invasion front in south-central Chile. Forest Ecology and Management 261: 1003-1009. https://doi.org/10.1016/j.foreco.2010.12.018",EICAT_Acacia dealbata_02112021_IUCN_accept.xlsx
Acacia dealbata,Silver wattle,"Portugal, Spain","Portugal: Coimbra, Lousã; Spain: Tui",(6) Poisoning/ toxicity,MC - Minimal concern,"In conclusion, allelopathic compounds released infield condi-tions by the invasiveA. dealbatado not seem to affect native AMFcolonization ofP. lanceolata. No effect of the A. dealbata leachates on the root colonization byarbuscular mycorrhizal fungi (AMF) was detected in any of thestudied soils (Fig. 1). These results did not support our hypothesis thatnaturally-released allelopathic compounds ofA. dealbatamodifythe colonization ofP. lanceolataby native AMF.",Medium,"Not tested on native populations, could not see if there is decline in native populations because of invader. Greenhouse/lab conditions.",NA,Plantago lanceolata,NA,"Lorenzo P, Rodríguez-Echeverría S, Freitas H (2013) No allelopathic effect of the invader Acacia dealbata on the potential infectivity of arbuscular mycorrhizal fungi from native soils. European journal of soil biology 58: 42-44. https://doi.org/10.1016/j.ejsobi.2013.06.003",EICAT_Acacia dealbata_02112021_IUCN_accept.xlsx
Acacia dealbata,Silver wattle,Spain,"Galicia, Northwest Spain",(6) Poisoning/ toxicity,MN - Minor,"The pH did not significantly differ among the treatments for any of the collection dates. None of the leachate or soil extracts had a significant effect on
the germination of A. thaliana, Z. mays or A. dealbata regardless of collection date (Fig. 1). This was also true for L. sativa and D. glomerata with the exception of March leachate and soil
extract which resulted in slightly less L. sativa germination (P ≤ 0.05) and the May leachate for D. glomerata where germinated doubled (P ≤ 0.01). Radicle lengths in Z. mays
were not influenced by leachate or soil extract (Fig. 2) whereas
those of L. sativa were slightly longer when subject to September
and November leachate (P ≤ 0.05) and slightly shorter with the
March leachate (P ≤ 0.05). A. thaliana radicles were also slightly
longer when treated with the May leachate (P ≤ 0.05) and March
soil extract (P ≤	 0.05) but somewhat shorter with the November
leachate (P≤ 0.05). D. glomerata radicles almost doubled in
length when treated with November leachate and soil extract
(P ≤ 0.05). No leachate nor soil extract from any collection date had a
significant effect on the seedling shoot length of L. sativa or
A. dealbata (Fig. 3) whereas length of Z. maysshoots was slightly
shorter in comparison to the control when seed were treated with
March soil extract (P ≤ 0.05). Shoot length of D. glomerata was
considerably longer for seed treated with March soil extract
(P ≤ 0.05) or leachate (P ≤ 0.05) while in A. thaliana, shoot length increased by up to 25% when seed was treated with
leachate regardless of collection date as well as by soil extract
collected at dates except March.",Medium,"Not tested on native populations, could not see if there is decline in native populations because of invader.",NA,"Lactuca sativa L. (Compositae), Zea mays L. (Gramineae), Dactylis glomerata L. (Gramineae), Arabidopsis thaliana (L.) Heynh. (Cruciferae)","In most cases, allelopathic effects was stimulatory and not inhibitory on natives.","Lorenzo P, Pazos-Malvido E, Reigosa MJ, González L (2010) Differential responses to allelopathic compounds released by the invasive Acacia dealbata Link (Mimosaceae) indicate stimulation of its own seed. Australian Journal of Botany 58: 546-553. https://doi.org/10.1071/BT10094",EICAT_Acacia dealbata_02112021_IUCN_accept.xlsx
Acacia dealbata,Silver wattle,Spain,"Galicia, Northwest Spain",(9) Chemical Impact on ecosystem,MR - Major,"We found significant effects of invasion status on species richness, plant density and total plant cover; values were significantly lower in invaded than non-invaded patches. Invasion by A. dealbata also was associated with changes in species composition. In total, eight native species, including the endemic Daboecia cantabrica (thuds) K. Koch, were confined to non-invaded patches and were replaced by other natives in invaded and transition patches. The non-invaded patch had significantly higher richness species than did both the invaded and transition patches. Within each community, plant density in the non-invaded patch was significantly higher than that in both transitional and invaded patches, whereas transition patches had higher density than did invaded patches. Species diversity
was lower in invaded than in non-invaded patches. . In the current study, the
endemic-native Daboecia cantabrica (Ericaceae) was found only
in the non-invaded patches.",High,"Population dynamics in invaded, transition and non-invaded areas investigated.","Another potential explanation for a reduction in the
understorey species abundance is the presence of allelopathic
compounds released by Acacia. The alteration of soil-nutrient dynamics as a result of the
introduction of exotic species may drive changes in community
composition in the invaded range.","Agrostis sp. 1, Arbutus unedo L., Daboecia cantabrica (Huds.) K. Koch, Erica arborea L., Galium sp.,Leontodon sp., Sedum arenarium Brot., Sedum hirsutum All., Castanea sativa Mill., Crataegus monogyna Jacq., Crocus sp., Digitalis purpurea L., Laurus nobilis L., Pinus pinaster Aiton, Polypodium sp., Teucrium scrodonia, Agrostis curtisii Kerguelen, Agrostis sp. 2, Ceratocapnos claviculata (L.) Lidén, Cytisus sp.,
Erica cinerea L., Frangula alnus Miller, Geranium lucidum L., Halimium lasianthum (Lam.), Hedera hibernica (G. Kirchn.) Bean, Holcus sp.,
Hypericum sp., Jasione montana L., Pseudarrhenatherum longifolium (Thore) Rouy, Pteridium aquilinum (L.) Kuhn., Pterospartum tridentatum (L.) Willk., Quercus pyrenaica Willd., Quercus robur L., Rumex acetosella L., Simethis planifolia (L.) Gren., Silene latifolia Poir., Stellaria media (L.) Vill., Ulex gallii subsp. breoganii (Castrov. & Valdés Berm.) Rivas Mart. & al., Umbilicus rupestris (Salisb.) Dandy in Ridd., Dicranum sp., Scleropodium sp. Species 4, Ornithopus sp., Senecio vulgaris L., Arenaria montana L., Cardamine hirsuta L., Dactylis glomerata L., Halimium lasianthum (Lam.), Spach subsp. alyssoides (Lam.) Greuter Species 1, Lonicera periclymenum L., Pyrus cordata Desv., Stellaria holostea L.",NA,"Lorenzo P, Pazos-Malvido E, Rubido-Bará M, Reigosa MJ, González L (2012) Invasion by the leguminous tree Acacia dealbata (Mimosaceae) reduces the native understorey plant species in different communities. Australian Journal of Botany 60: 669-675. https://doi.org/10.1071/BT12036",EICAT_Acacia dealbata_02112021_IUCN_accept.xlsx
